Date,Data
2017-09-16 00:00:00,7751843.021315045
2017-09-17 00:00:00,8072925.276635787
2017-09-18 00:00:00,6965995.451677618
2017-09-19 00:00:00,8556655.830407152
2017-09-20 00:00:00,6417491.872805364
2017-09-21 00:00:00,9653662.988151658
2017-09-22 00:00:00,7624199.746324319
2017-09-23 00:00:00,9105159.409279406
2017-09-24 00:00:00,7953301.893647672
2017-09-25 00:00:00,6856294.735903166
2017-09-26 00:00:00,7569349.388437095
2017-09-27 00:00:00,8063002.609422123
2017-09-28 00:00:00,9708513.346038885
2017-09-29 00:00:00,9269710.48294108
2017-09-30 00:00:00,7569349.388437095
2017-10-01 00:00:00,7130546.525339292
2017-10-02 00:00:00,8380132.039612957
2017-10-03 00:00:00,10223761.08832781
2017-10-04 00:00:00,7486251.288720907
2017-10-05 00:00:00,6983443.3663441315
2017-10-06 00:00:00,8882939.961989732
2017-10-07 00:00:00,8827072.415058982
2017-10-08 00:00:00,10167893.541397054
2017-10-09 00:00:00,8994675.05585124
2017-10-10 00:00:00,8938807.508920489
2017-10-11 00:00:00,7765589.023374673
2017-10-12 00:00:00,8547734.680405214
2017-10-13 00:00:00,7597986.382582414
2017-10-14 00:00:00,7877324.117236178
2017-10-15 00:00:00,11601113.065304575
2017-10-16 00:00:00,10351762.427502543
2017-10-17 00:00:00,9756833.552358719
2017-10-18 00:00:00,8983426.014671747
2017-10-19 00:00:00,10589733.977560071
2017-10-20 00:00:00,10649226.865074456
2017-10-21 00:00:00,9102411.789700512
2017-10-22 00:00:00,10827705.527617602
2017-10-23 00:00:00,10173283.764959399
2017-10-24 00:00:00,9935312.214901863
2017-10-25 00:00:00,11006184.19016075
2017-10-26 00:00:00,12999790.28699091
2017-10-27 00:00:00,7510989.943594749
2017-10-28 00:00:00,6138789.857745709
2017-10-29 00:00:00,11122042.801092226
2017-10-30 00:00:00,10616495.401042577
2017-10-31 00:00:00,9966505.886693032
2017-11-01 00:00:00,7872095.2293444965
2017-11-02 00:00:00,10833158.572492426
2017-11-03 00:00:00,8594305.800843991
2017-11-04 00:00:00,9388737.429493435
2017-11-05 00:00:00,10183169.058142882
2017-11-06 00:00:00,9605400.600943282
2017-11-07 00:00:00,11266484.915392123
2017-11-08 00:00:00,10399832.22959273
2017-11-09 00:00:00,11049821.743942276
2017-11-10 00:00:00,8139094.744961297
2017-11-11 00:00:00,5426063.163307532
2017-11-12 00:00:00,5426063.163307532
2017-11-13 00:00:00,9495610.535788177
2017-11-14 00:00:00,8681701.061292049
2017-11-15 00:00:00,10309520.01028431
2017-11-16 00:00:00,10309520.01028431
2017-11-17 00:00:00,11326906.853404472
2017-11-18 00:00:00,9224307.377622802
2017-11-19 00:00:00,10852126.326615063
2017-11-20 00:00:00,11869513.169735227
2017-11-21 00:00:00,11733861.590652535
2017-11-22 00:00:00,8342572.11358533
